2021-02-03 23:00:04,Le choix de Max: retour aux origines du virus à Wuhan - 03/02 https://t.co/aEk3RerUkB
2021-02-03 23:00:05,@M_v1096 @bala28100 @ibracadabra_77 Excuse la ligue de vouloir faire progresser le football français en cherchant des droits TV plus importants   Pour être plus competitifs en coupe d'Europe faut un championnat de France plus competitifs donc que les clubs puissent se p de meilleurs joueurs
2021-02-03 23:00:05,https://t.co/fsH2s2zYPh https://t.co/B5SsIJEsY5
2021-02-03 23:00:12,Animateur en périscolaire ça paye pas bcp mais tu t’habilles comme tu veux https://t.co/Xq9kgQ5ZX5

